"","SV, tau=0","SV, tau=0.025","SV, tau=0.05","SV, tau=0.075","SV, tau=0.1","SV, tau=0.125","SV, tau=0.15","SV, tau=0.175","SV, tau=0.2","SV, tau=0.225","SV, tau=0.25","SV, tau=0.275","SV, tau=0.3","SV, tau=0.325","SV, tau=0.35","SV, tau=0.375","SV, tau=0.4","SV, tau=0.425","SV, tau=0.45","SV, tau=0.475","SV, tau=0.5","SV, tau=0.525","SV, tau=0.55","SV, tau=0.575","SV, tau=0.6","SV, tau=0.625","SV, tau=0.65","SV, tau=0.675","SV, tau=0.7","SV, tau=0.725","SV, tau=0.75","SV, tau=0.775","SV, tau=0.8","SV, tau=0.825","SV, tau=0.85","SV, tau=0.875","SV, tau=0.9","SV, tau=0.925","SV, tau=0.95","SV, tau=0.975","SV, tau=1"
"1304",0.238,0.15,0.23,0.435,0.625,0.337,0.134,0.759,0.12,0.016,0.111,0.001,0.01,0.026,0.008,0.001,0.001,0.002,0.009,0,0.029,0.002,0.021,0.001,0,0,0,0,0,0,0.042,0.003,0.006,0.007,0,0,0,0.003,0.018,0,0
"1305",0.292,0.63,0.783,0.628,0.668,0.758,0.875,0.064,0.335,0.244,0.088,0.297,0.562,0.72,0.002,0.004,0.052,0.002,0.002,0.052,0.024,0.037,0,0.006,0,0,0,0.001,0.003,0.02,0.124,0,0.04,0.001,0.006,0,0,0,0.011,0.015,0
"1306",0.484,0.834,0.099,0.722,0.496,0.466,0.312,0.622,0.036,0.811,0.001,0.003,0.001,0.054,0.023,0.001,0,0.042,0.015,0.793,0.004,0.014,0.095,0.426,0.003,0,0.021,0,0,0,0,0,0.001,0.028,0,0.003,0,0,0,0.001,0
"1307",0.582,0.184,0.061,0.403,0.537,0.318,0.195,0.016,0.414,0.672,0.9,0.052,0.037,0.01,0.305,0.002,0.056,0.135,0.004,0.016,0.002,0.274,0.249,0,0.421,0.07,0,0.034,0.01,0,0,0.023,0.016,0.001,0.004,0.001,0,0,0.118,0,0
"1308",0.595,0.877,0.58,0.917,0.5,0.025,0.047,0.523,0.861,0.323,0.465,0.047,0.005,0.569,0.434,0.002,0.001,0,0.006,0.002,0.018,0,0.002,0.017,0,0,0.002,0.024,0.004,0.001,0,0,0,0,0,0.059,0.001,0,0.001,0,0
"1309",0.8,0.45,0.358,0.199,0.252,0.034,0.326,0.837,0.219,0.758,0.513,0.029,0,0.014,0.044,0.009,0.004,0,0.269,0.012,0.027,0.026,0,0.019,0.003,0.004,0,0,0.006,0,0,0.012,0.184,0,0,0,0.004,0,0.006,0,0
"1310",0.67,0.854,0.663,0.93,0.588,0.94,0.344,0.89,0.041,0.042,0.004,0.386,0.086,0.611,0.048,0,0.005,0.11,0.011,0.014,0,0.004,0,0,0.021,0,0,0,0.002,0,0,0.066,0.016,0,0,0,0,0.002,0,0.016,0.002
"1311",0.363,0.041,0.696,0.125,0.752,0.502,0.004,0.268,0.045,0.998,0.006,0.002,0.006,0.04,0.673,0.194,0.007,0.003,0.083,0.007,0,0,0.025,0,0,0.001,0,0,0,0,0.045,0,0,0.062,0.002,0,0,0,0,0.003,0.001
"1312",0.81,0.815,0.938,0.249,0.238,0.357,0.596,0.253,0.196,0.365,0.003,0.203,0.523,0.003,0.045,0,0.093,0.18,0.111,0.006,0,0,0,0,0,0.071,0.015,0.006,0,0.002,0,0.004,0.003,0.017,0.003,0.04,0,0,0.001,0,0.004
"1313",0.161,0.554,0.058,0.172,0.914,0.029,0.879,0.044,0.818,0.059,0.066,0.41,0,0.378,0.203,0.375,0.102,0.428,0.102,0,0.01,0,0.004,0,0.074,0.003,0.001,0.026,0.003,0.023,0.043,0.006,0.05,0.011,0.001,0,0,0,0,0,0
"1314",0.308,0.172,0.54,0.539,0.952,0.049,0.154,0,0.23,0.253,0.002,0.002,0.004,0.081,0.025,0.124,0.007,0,0.013,0,0.024,0.007,0.005,0.013,0,0,0,0.007,0.001,0.038,0,0.029,0,0,0,0.001,0,0,0,0.041,0
"1315",0.391,0.428,0.147,0.834,0.327,0.266,0.029,0.044,0.918,0.465,0.277,0.148,0.035,0.511,0.357,0.149,0.003,0.555,0.236,0.011,0.009,0.001,0,0.003,0.005,0.004,0,0,0,0.004,0,0,0.007,0.001,0,0.001,0.019,0.015,0.004,0,0.002
"1316",0.955,0.885,0.56,0.864,0.055,0.304,0.031,0.826,0.907,0.855,0.085,0.007,0,0.501,0.447,0.225,0.011,0.001,0.001,0.034,0.003,0,0.011,0.001,0.014,0.003,0.045,0.004,0,0.012,0.001,0.016,0.012,0,0,0.003,0,0,0,0,0
"1317",0.515,0.129,0.539,0.996,0.696,0.608,0.604,0.738,0.135,0,0.001,0.071,0,0,0.037,0.105,0.01,0.049,0.042,0.024,0.022,0,0,0.001,0,0,0.043,0,0.003,0.015,0,0.004,0,0.008,0,0.001,0.018,0,0.004,0.001,0
"1318",0.609,0.434,0.079,0.98,0.494,0.669,0.001,0.737,0.017,0.181,0.98,0.017,0.04,0.051,0.217,0.059,0.443,0.055,0.329,0.01,0.011,0.006,0.001,0.002,0.001,0.084,0,0.086,0.001,0.043,0,0,0.003,0,0,0.042,0.017,0.023,0,0.021,0
"1319",0.613,0.992,0.987,0.403,0.041,0.92,0.823,0,0.175,0.178,0.18,0.196,0,0.109,0.013,0.024,0.009,0.011,0.062,0.001,0,0.01,0,0.018,0.073,0.03,0.002,0.058,0.001,0.005,0,0,0.003,0,0.001,0.022,0,0.003,0.003,0.022,0
"1320",0.777,0.772,0.741,0.274,0.065,0.354,0.289,0.41,0.038,0.539,0.336,0.001,0.056,0.107,0.091,0.008,0.003,0.006,0.123,0.006,0.011,0.024,0,0.027,0.015,0.036,0.001,0.003,0,0.001,0,0.004,0,0.009,0.005,0,0.026,0.017,0,0.003,0
"1321",0.495,0.035,0.706,0.584,0.087,0.721,0.023,0.034,0.036,0.22,0.057,0.177,0.008,0.144,0.016,0.073,0.185,0,0.002,0.036,0.019,0,0.013,0.054,0.002,0.078,0.017,0,0,0.019,0,0.004,0,0.009,0.005,0.005,0.103,0.008,0.134,0.022,0
"1322",0.202,0.999,0.352,0.835,0.618,0.461,0.468,0.549,0.188,0.159,0.007,0.774,0.097,0,0,0.753,0,0.009,0,0,0.007,0.045,0.097,0,0.001,0.102,0.026,0,0.004,0.022,0,0.004,0.007,0,0,0.013,0,0,0,0,0.002
"1323",0.463,0.951,0.14,0.694,0.651,0.891,0.39,0.53,0.573,0.274,0.001,0.977,0.008,0.073,0.001,0.05,0.137,0.045,0,0.015,0.012,0.007,0.009,0.001,0.006,0.052,0,0.002,0.001,0.007,0,0.005,0.006,0.093,0.002,0.001,0,0.001,0.023,0,0
"1324",0.828,0.98,0.117,0.893,0.102,0.437,0.621,0.055,0.016,0.178,0.268,0.79,0.002,0.418,0.037,0.041,0.293,0.042,0.057,0.008,0.016,0.007,0,0.018,0,0.001,0,0.071,0.001,0.01,0.001,0,0,0.042,0,0.001,0.001,0,0.067,0.003,0.001
"1325",0.505,0.629,0.183,0.379,0.738,0.457,0.859,0.874,0.342,0.782,0.838,0.574,0.201,0,0.007,0.058,0,0.004,0.002,0.056,0,0.226,0.017,0,0.001,0,0.031,0,0.034,0.001,0.009,0,0.004,0.001,0,0.001,0,0.005,0.005,0.01,0.003
"1326",0.925,0.52,0.423,0.481,0.989,0.69,0.289,0.84,0.119,0.458,0.024,0.003,0.002,0.022,0.068,0.001,0.002,0.052,0.009,0.001,0.146,0.056,0.003,0.008,0.009,0,0,0.043,0.002,0.015,0.175,0.007,0.005,0,0,0,0.014,0,0.005,0,0.02
"1327",0.465,0.45,0.578,0.58,0.301,0.356,0.258,0.389,0.263,0.139,0.016,0.091,0.006,0.051,0,0.026,0.029,0.012,0.011,0.027,0.001,0,0,0.006,0.002,0.001,0.005,0,0.004,0,0.037,0.001,0.013,0,0.081,0.031,0.014,0,0,0.001,0.014
"1328",0.951,0.788,0.785,0.601,0.512,0.027,0.581,0.904,0.179,0.895,0.395,0.229,0.168,0.328,0.006,0.077,0.204,0.079,0.086,0.071,0.105,0,0.001,0,0.003,0,0.001,0.031,0,0.001,0.032,0.002,0,0.003,0,0.026,0,0.008,0,0,0
"1329",0.728,0.82,0.761,0.561,0.009,0.38,0,0.758,0.292,0.281,0.687,0.194,0.2,0.135,0.007,0.053,0.056,0.032,0.015,0.049,0,0.004,0.025,0.004,0.016,0.002,0.033,0.031,0,0.153,0,0.008,0.005,0,0,0.003,0,0.002,0.001,0,0.03
"1330",0.219,0.828,0.15,0.047,0.711,0.108,0.24,0.01,0.009,0.785,0.836,0.11,0.001,0.045,0.005,0.001,0.028,0.008,0.202,0.011,0.009,0,0.011,0.006,0.001,0,0,0.009,0,0.009,0.01,0.022,0.006,0,0,0,0,0.015,0.005,0.015,0
"1331",0.559,0.867,0.226,0.831,0.353,0.803,0.847,0.882,0.624,0.253,0.68,0.123,0.008,0.075,0.014,0.007,0.006,0,0.245,0.001,0.002,0,0.001,0.004,0,0.012,0.001,0,0,0.001,0.002,0,0,0,0,0,0.001,0.036,0.066,0,0
"1332",0.888,0.682,0.57,0.525,0.112,0.044,0.687,0.461,0.365,0.875,0.038,0.105,0.01,0.012,0.017,0.099,0.079,0.002,0.043,0.131,0.001,0.017,0.004,0.002,0.005,0.021,0,0.145,0.003,0.004,0,0.041,0.002,0.005,0.005,0.062,0.006,0,0,0.014,0.003
"1333",0.202,0.554,0.372,0.022,0.334,0.753,0.329,0.01,0.297,0.004,0.115,0.858,0,0,0.047,0.002,0.01,0.016,0.438,0.022,0.027,0.011,0.047,0,0,0.039,0.004,0.024,0.059,0.01,0,0,0.005,0.015,0.013,0.001,0.022,0,0.003,0,0.003
"1334",0.485,0.351,0.309,0.747,0.935,0.609,0.046,0.028,0.162,0.905,0.375,0.043,0.018,0.204,0,0.027,0.269,0,0.012,0,0.022,0.037,0.059,0.082,0.046,0,0,0,0,0,0,0.003,0.002,0,0,0,0.001,0,0.002,0,0.001
"1335",0.848,0.046,0.835,0.247,0.701,0.147,0.332,0.37,0.214,0.921,0.919,0.065,0.059,0.014,0.396,0.003,0.003,0.082,0.048,0.003,0.001,0,0.019,0.027,0.002,0.117,0,0.009,0,0,0.01,0.008,0.008,0,0.011,0.007,0,0.003,0,0.001,0
"1336",0.915,0.689,0.489,0.751,0.609,0.189,0.107,0.654,0.21,0.166,0.127,0.062,0.001,0.013,0,0.005,0,0.085,0.001,0.941,0,0.104,0.003,0.003,0,0.005,0,0.031,0.02,0,0.001,0.009,0.001,0.009,0,0,0.028,0,0.001,0,0.001
"1337",0.43,0.753,0.931,0.124,0.314,0.257,0.587,0.271,0.985,0.024,0.766,0.289,0.004,0.292,0.022,0.001,0.104,0.072,0.027,0.016,0.06,0.003,0.139,0.051,0.003,0,0,0,0.004,0,0.001,0.001,0,0,0.072,0.05,0,0.004,0.024,0,0.013
"1338",0.134,0.501,0.576,0.862,0.5,0.373,0.891,0.121,0.151,0.161,0.001,0.686,0.012,0.014,0.152,0,0,0.003,0.154,0,0.181,0.001,0.008,0.001,0,0,0,0.016,0.019,0,0,0,0.001,0.014,0,0.019,0,0,0,0,0.003
"1339",0.45,0.691,0.531,0.593,0.414,0.319,0.977,0.773,0.187,0.864,0.001,0.039,0.118,0.055,0.009,0.01,0.007,0.005,0.007,0,0.269,0.035,0.02,0.029,0,0.055,0,0,0.001,0,0.009,0,0.008,0.001,0,0,0,0.011,0,0.001,0.005
"1340",0.572,0.444,0.821,0.477,0.807,0.941,0.003,0.269,0.139,0.691,0.692,0.001,0.004,0.095,0.006,0.018,0.13,0.065,0.042,0.07,0.001,0,0,0,0.001,0.002,0.015,0.139,0,0,0.001,0.012,0.017,0,0,0.003,0,0,0,0,0
"1341",0.534,0.866,0.693,0.317,0.239,0.481,0.639,0.055,0.014,0.386,0.908,0.609,0.047,0.049,0,0,0,0.012,0.012,0,0,0.121,0.024,0,0.034,0.197,0.002,0.021,0.009,0,0.002,0,0,0.003,0.011,0.001,0.009,0.049,0,0,0.001
"1342",0.465,0.665,0.427,0.917,0.515,0.63,0.039,0.026,0.766,0.005,0.014,0.026,0.173,0.132,0,0.089,0,0.014,0.567,0.009,0.013,0.087,0.016,0.028,0,0,0.171,0.002,0.013,0.012,0,0,0.055,0.01,0.006,0,0.015,0.033,0.004,0.074,0
"1343",0.281,0.443,0.961,0.384,0.688,0.782,0.041,0.802,0.196,0.809,0.048,0.027,0.591,0.003,0.387,0.006,0.077,0,0.028,0,0.007,0.046,0.001,0.007,0.001,0.011,0.002,0,0.003,0,0.001,0.001,0,0,0.004,0,0.002,0,0.056,0.001,0
"1344",0.773,0.127,0.04,0.01,0.813,0.208,0.002,0.758,0.057,0.366,0.122,0.198,0.007,0.02,0,0.255,0.484,0.001,0.172,0.001,0.042,0.003,0.077,0.139,0,0.001,0,0,0,0.001,0.003,0.001,0,0.007,0,0,0.015,0,0,0.006,0.005
"1345",0.308,0.688,0.091,0.846,0.24,0.607,0.819,0.071,0.002,0.033,0.145,0.178,0.136,0.002,0.079,0.062,0.054,0.093,0,0.002,0.032,0.001,0,0.022,0.001,0,0.025,0,0,0,0.001,0,0,0.014,0.001,0.047,0.004,0,0,0,0
"1346",0.397,0.23,0.014,0.517,0.484,0.685,0.859,0.404,0.128,0.053,0.249,0.434,0.006,0.598,0.002,0.017,0.008,0.121,0,0.05,0.009,0.001,0,0.005,0.012,0.016,0.006,0,0,0,0,0.001,0,0,0.013,0,0.054,0,0.001,0.012,0.005
"1347",0.755,0.639,0.665,0.979,0.686,0.214,0.031,0.752,0.045,0.38,0.001,0.142,0.015,0.053,0.047,0.218,0.021,0.001,0.032,0.045,0.153,0.008,0.002,0,0.001,0.004,0,0.009,0.126,0,0,0.003,0.005,0.001,0.001,0,0.001,0,0,0.05,0.001
"1348",0.305,0.216,0.387,0.224,0.966,0.101,0.346,0.702,0.394,0.823,0.087,0.018,0.179,0.004,0.002,0.313,0.014,0,0.056,0,0,0.001,0.005,0.041,0,0.001,0.024,0,0,0.022,0,0,0,0,0.002,0,0,0.008,0.003,0.12,0.002
"1349",0.492,0.124,0.393,0.031,0.845,0.877,0.889,0.759,0.664,0.806,0.512,0.017,0.001,0.109,0.533,0.001,0.843,0.002,0.038,0.01,0.003,0.014,0,0.001,0.012,0.018,0.017,0,0,0,0,0.007,0.169,0.002,0.001,0.008,0.033,0.003,0,0.02,0
"1350",0.382,0.091,0.846,0.693,0.527,0.217,0.113,0,0.017,0.173,0.02,0.017,0.001,0.002,0.031,0.004,0.189,0.079,0.029,0.297,0.007,0.108,0.003,0.001,0.042,0.125,0.02,0.002,0.002,0.002,0,0.021,0.003,0,0,0.001,0.003,0,0.001,0.001,0
"1351",0.338,0.489,0.655,0.837,0.179,0.189,0.186,0.071,0.125,0.092,0.093,0,0.002,0.236,0.03,0.048,0.109,0.09,0.022,0.001,0.06,0.002,0.003,0,0.009,0.009,0,0.084,0,0,0.029,0,0,0,0.001,0,0,0.001,0,0.004,0.008
"1352",0.22,0.516,0.021,0.447,0.089,0.986,0.623,0.211,0.098,0.019,0.635,0.016,0.101,0.014,0.685,0.003,0.092,0,0.042,0.041,0.006,0.022,0,0.05,0,0,0.004,0.01,0.024,0.011,0.005,0,0,0,0.03,0,0.051,0.017,0,0.017,0.001
"1353",0.723,0.515,0.259,0.975,0.189,0.875,0.185,0.012,0.44,0.953,0.116,0.025,0.006,0.002,0.448,0.021,0.012,0.05,0,0.005,0.014,0.002,0.001,0.013,0.012,0,0.035,0.002,0,0.001,0.005,0,0,0,0,0.003,0.003,0,0.014,0.003,0.005
"1354",0.796,0.121,0.947,0.502,0.961,0.261,0.016,0.846,0.132,0.898,0.244,0.012,0.019,0.644,0.01,0,0,0.001,0.011,0.114,0.007,0,0.037,0.001,0.012,0.005,0.001,0,0,0.024,0,0,0,0,0.002,0.003,0.006,0,0.001,0.001,0.002
"1355",0.352,0.325,0.33,0.192,0.031,0.129,0.772,0.887,0.707,0.001,0.001,0.645,0.078,0.171,0.661,0.001,0.052,0.005,0.028,0.003,0.001,0,0.003,0.003,0.029,0.001,0.006,0,0.001,0.004,0,0,0.004,0.095,0.015,0,0,0.038,0.059,0,0
"1356",0.641,0.502,0.388,0.999,0.897,0.374,0.828,0.956,0.949,0.176,0.004,0.068,0.972,0.522,0.005,0.001,0.006,0.024,0.015,0.019,0.025,0.003,0,0.033,0.041,0.035,0.103,0,0.02,0,0,0.003,0.004,0,0.062,0.001,0.02,0.02,0,0,0
"1357",0.455,0.967,0.132,0.975,0.606,0.853,0.63,0.801,0.019,0.01,0.097,0.795,0,0.015,0.016,0.051,0.194,0.018,0,0.186,0.029,0,0.001,0,0.01,0,0.009,0,0.025,0.008,0,0,0,0.001,0,0.032,0.007,0.001,0.004,0,0.003
"1358",0.127,0.725,0.688,0.749,0.832,0.376,0.974,0.951,0.014,0.762,0.056,0.083,0.036,0.117,0.001,0,0,0.187,0.002,0.006,0,0.001,0.09,0.373,0,0.004,0,0,0.074,0.015,0.006,0.001,0.022,0,0,0.055,0,0,0.019,0,0
"1359",0.087,0.802,0.972,0.02,0.464,0.501,0.092,0.125,0.599,0.459,0.038,0.27,0.036,0.749,0.009,0.006,0.002,0.009,0.004,0.047,0.086,0.004,0.011,0.005,0.029,0.006,0.002,0.011,0.001,0,0.002,0,0.012,0,0.012,0.009,0,0.086,0.001,0,0.065
"1360",0.556,0.991,0.988,0.89,0.308,0.587,0.5,0.755,0.982,0.002,0.001,0.289,0.077,0.455,0.01,0.955,0,0.007,0.021,0.008,0.043,0.283,0.001,0.018,0.015,0,0,0.135,0,0.03,0,0,0.006,0.063,0.004,0.003,0,0.074,0.001,0,0
"1361",0.471,0.77,0.636,0.975,0.781,0.453,0.269,0.05,0.361,0.001,0.411,0.103,0.099,0.004,0.025,0.203,0.076,0.009,0.005,0.039,0.017,0.004,0.028,0,0.003,0.033,0,0.031,0.001,0.015,0,0.003,0.004,0,0,0.012,0.001,0.044,0.032,0,0
"1362",0.357,0.74,0.216,0.585,0.118,0.003,0.898,0.08,0.008,0.098,0.004,0.005,0.097,0.21,0.024,0.939,0.006,0.047,0.017,0.357,0,0.421,0.002,0.005,0.093,0,0,0.004,0.006,0.01,0.022,0.013,0,0,0.029,0.002,0,0.002,0,0.001,0
"1363",0.212,0.015,0.507,0.803,0.139,0.501,0.993,0.116,0.022,0.774,0.158,0.447,0.313,0.006,0.009,0.002,0.169,0.001,0,0.001,0.044,0.026,0,0,0,0.024,0.001,0.018,0.002,0,0.094,0.007,0.004,0.008,0,0.001,0.001,0,0,0,0.001
"1364",0.571,0.196,0.978,0.028,0.603,0.943,0.46,0.862,0.003,0.094,0.011,0.12,0.003,0.03,0.308,0.021,0,0.023,0,0.018,0.948,0.011,0,0.001,0.01,0.043,0.003,0.004,0.006,0,0,0.019,0,0.003,0,0,0,0.001,0.009,0,0
"1365",0.504,0.411,0.849,0.442,0.862,0.124,0.907,0.085,0.133,0,0.062,0.089,0.55,0,0.135,0.004,0,0.004,0.065,0.93,0.009,0,0,0,0,0,0.038,0.002,0.054,0.042,0,0.001,0,0.002,0,0.004,0,0,0,0,0.003
"1366",0.501,0.015,0.493,0.235,0.005,0.943,0.618,0.249,0.195,0.014,0.731,0.041,0.016,0.256,0.029,0,0.025,0.038,0.001,0.26,0.002,0.01,0.001,0.003,0.013,0,0.009,0,0.004,0.022,0,0.003,0.018,0.001,0,0,0,0,0,0.023,0
"1367",0.941,0.824,0.577,0.82,0.148,0.098,0.429,0.242,0.44,0.128,0.079,0.314,0.072,0.001,0.291,0.017,0.021,0.116,0.067,0.048,0,0.009,0.004,0.051,0,0,0.004,0.105,0.031,0.067,0.01,0,0,0.001,0,0,0.014,0,0,0.025,0.002
"1368",0.705,0.815,0.604,0.217,0.364,0.883,0.048,0.318,0.001,0.872,0.667,0.219,0.253,0.011,0.066,0.002,0.014,0.004,0.007,0,0.003,0,0.001,0.227,0.008,0,0.003,0.072,0.001,0.002,0.016,0.001,0.048,0.001,0,0.019,0,0.001,0,0,0
"1369",0.217,0.19,0.309,0.597,0.803,0.451,0.988,0.58,0.465,0.009,0.083,0.011,0.888,0.091,0.055,0,0.008,0.03,0.031,0.021,0.001,0.001,0.005,0,0.015,0.011,0.001,0.051,0.032,0.003,0.001,0,0.003,0.001,0,0,0,0.015,0.004,0.023,0.011
"1370",0.243,0.371,0,0.45,0.644,0.275,0.26,0.177,0.295,0.576,0.116,0.001,0.059,0.037,0.223,0.031,0.045,0.815,0.029,0.109,0.002,0.017,0.006,0.101,0,0,0.005,0.002,0.062,0,0.001,0.002,0,0.007,0,0,0.031,0.001,0,0,0
"1371",0.893,0.076,0.592,0.254,0.181,0.884,0.399,0.002,0.979,0.048,0.022,0.045,0.016,0.005,0.009,0.183,0.013,0.022,0.085,0.002,0.735,0,0,0,0.027,0,0,0.036,0.001,0,0.005,0.026,0,0.003,0.003,0.001,0,0.004,0.002,0.068,0.002
"1372",0.27,0.461,0.597,0.715,0.336,0.809,0.307,0.193,0.524,0.617,0.148,0.098,0.09,0.008,0.115,0.072,0.109,0.021,0,0.013,0,0.023,0.101,0.001,0,0,0,0,0,0,0,0.002,0.001,0.074,0.013,0.001,0.008,0.011,0.001,0,0.008
"1373",0.257,0.886,0.503,0.276,0.138,0.068,0.012,0.54,0.025,0.168,0.536,0.05,0.342,0.147,0,0.008,0.02,0.024,0.027,0.001,0.001,0,0.032,0,0.005,0.028,0.003,0.022,0,0,0,0,0.004,0.002,0,0.015,0,0.007,0.008,0.002,0
"1374",0.454,0.807,0.152,0.949,0.809,0.858,0.559,0.174,0.183,0.137,0.087,0.873,0.432,0.211,0.45,0.465,0.178,0.013,0.012,0.004,0.003,0.001,0,0.003,0.03,0.029,0.026,0.001,0.016,0.041,0.024,0.15,0.058,0,0,0,0,0.001,0.047,0.011,0
"1375",0.107,0.018,0.397,0.206,0.813,0.218,0.115,0.026,0.038,0.002,0.006,0.44,0.1,0,0.007,0.002,0.003,0.013,0.303,0,0,0,0,0.004,0.147,0,0,0,0.003,0,0.007,0.033,0,0,0,0,0.001,0,0.007,0.002,0
"1376",0.244,0.837,0.342,0.125,0.821,0.489,0.517,0.015,0.335,0.001,0.072,0.01,0.001,0.35,0.365,0.255,0.008,0.001,0.003,0.056,0.01,0.018,0.008,0.139,0.001,0.015,0,0.062,0,0,0.054,0,0,0,0.007,0.001,0,0,0.009,0.009,0
"1377",0.576,0.695,0.765,0.375,0.507,0.017,0.695,0.243,0.184,0.008,0.094,0.487,0.639,0.059,0.429,0.088,0.136,0.004,0.004,0.001,0.007,0.051,0,0.006,0,0.002,0.004,0.111,0.069,0,0.003,0.002,0.042,0,0,0.001,0.002,0.001,0,0,0
"1378",0.785,0.794,0.685,0.285,0.481,0.79,0.546,0.378,0.223,0.221,0.001,0.003,0.157,0.254,0,0.052,0.014,0,0.021,0.083,0.016,0,0.004,0.087,0.001,0.002,0.005,0,0,0.015,0.005,0,0,0.004,0.023,0,0,0,0,0.026,0
"1379",0.058,0.666,0.748,0.035,0.235,0.952,0.377,0.041,0.013,0.077,0.793,0.034,0.034,0.002,0.024,0.25,0.184,0.001,0.197,0.019,0.005,0.015,0.355,0.024,0.116,0,0.001,0,0,0.078,0.003,0.001,0.019,0,0,0,0.008,0,0.001,0,0.002
"1380",0.147,0.302,0.803,0.109,0.141,0.107,0.527,0.51,0.558,0.154,0.003,0.081,0.07,0.164,0,0.293,0.057,0,0.03,0.013,0.015,0.017,0,0.002,0.176,0,0.003,0.042,0,0.035,0,0,0,0.012,0.036,0.002,0,0,0,0,0
"1381",0.891,0.626,0.809,0.83,0.685,0.949,0.085,0.157,0.085,0.282,0.005,0.014,0.115,0.003,0.007,0.007,0.003,0,0,0.054,0.005,0.029,0.011,0.001,0.002,0,0.002,0.007,0.025,0.004,0.001,0,0.233,0.001,0,0,0.003,0.009,0.001,0.019,0.02
"1382",0.752,0.698,0.369,0.842,0.649,0.405,0.201,0.012,0.265,0.049,0.756,0.045,0.107,0.227,0.033,0,0.139,0,0.061,0.051,0.007,0.046,0.106,0.001,0,0.038,0.039,0.034,0.023,0.001,0.054,0,0.032,0,0.001,0.001,0.001,0.008,0,0.001,0.002
"1383",0.324,0.489,0.541,0.027,0.313,0.78,0.133,0.446,0.16,0.272,0.454,0.016,0.262,0.007,0.06,0.033,0.282,0,0,0.028,0.116,0,0,0.084,0,0,0.001,0.031,0,0,0,0.002,0,0,0,0.008,0,0.001,0.001,0,0
"1384",0.775,0.668,0.643,0.712,0.05,0.018,0.818,0.721,0.323,0.071,0.116,0.862,0.027,0.001,0.039,0.135,0.001,0.051,0,0.016,0.003,0.001,0.02,0.019,0.002,0,0.063,0.006,0,0.023,0,0.001,0,0,0,0.04,0,0,0.047,0.088,0
"1385",0.299,0.292,0.641,0.678,0.658,0.213,0.8,0.266,0.007,0.391,0.002,0.037,0.007,0.195,0,0.018,0.012,0.01,0.069,0.004,0,0,0,0.02,0.004,0.001,0.006,0,0,0.152,0,0.008,0.005,0.036,0.034,0.006,0,0,0,0,0
"1386",0.946,0.053,0.45,0.44,0.285,0.063,0.639,0.327,0.777,0.26,0.011,0.019,0.613,0.029,0.07,0.122,0.05,0.003,0.014,0,0.13,0.023,0.003,0.007,0,0,0.035,0.172,0.049,0,0,0.001,0,0,0,0.003,0,0.002,0.001,0,0.001
"1387",0.478,0.545,0.163,0.211,0.714,0.178,0.834,0.931,0.615,0.083,0.032,0.047,0.404,0.008,0.034,0.003,0,0,0,0,0,0,0.018,0.003,0.001,0,0,0.011,0.019,0.005,0,0.001,0.026,0.021,0.031,0.003,0.019,0,0,0,0
"1388",0.694,0.152,0.782,0.065,0.295,0.252,0.062,0.803,0.468,0.034,0.223,0.446,0.019,0.968,0.05,0.172,0.005,0,0.008,0,0.012,0.004,0.008,0.021,0.004,0,0.017,0.005,0.004,0.014,0.031,0.01,0,0.024,0,0,0.004,0.011,0,0.015,0
"1389",0.708,0.156,0.785,0.273,0.144,0.643,0.649,0.111,0.246,0,0.617,0.636,0.016,0.036,0.003,0,0,0.001,0.063,0,0.007,0.002,0.02,0.015,0.004,0.035,0.007,0,0,0,0.019,0.005,0,0,0,0,0,0,0.002,0,0
"1390",0.904,0.581,0.005,0.803,0.544,0.408,0.025,0.453,0.251,0.081,0.683,0,0.019,0.009,0.1,0.617,0,0.151,0.081,0.011,0,0,0.152,0,0.013,0,0.01,0.006,0.043,0,0.012,0,0.004,0,0.001,0.003,0,0.001,0,0.001,0.001
"1391",0.96,0.431,0.598,0.693,0.175,0.377,0.498,0.065,0.409,0.891,0.081,0.074,0.219,0.063,0.154,0.006,0.062,0,0.086,0.232,0.002,0,0,0.036,0,0.001,0.025,0.024,0.014,0.006,0,0,0.003,0.016,0.001,0,0,0.011,0,0.001,0.001
"1392",0.068,0.762,0.581,0.447,0.965,0.923,0.617,0.418,0.075,0.697,0.172,0.003,0.21,0.005,0.549,0.005,0.005,0,0,0.026,0.002,0.018,0.005,0.001,0.011,0,0.001,0,0,0.004,0.029,0,0,0,0.001,0.029,0.007,0,0.028,0,0.016
"1393",0.768,0.957,0.082,0.226,0.663,0.848,0.146,0.269,0.722,0.381,0.014,0.463,0.031,0.001,0.015,0,0.048,0.001,0.006,0,0,0,0,0.001,0.065,0.01,0,0,0.003,0,0.001,0,0,0.028,0,0.051,0,0.004,0,0.006,0.015
"1394",0.472,0.148,0.817,0.9,0.948,0.89,0.515,0.104,0.046,0.064,0.013,0.148,0.028,0.011,0.708,0.067,0.032,0.009,0.006,0.119,0.005,0.016,0,0,0.001,0,0.085,0.018,0.002,0.006,0,0.003,0.006,0.083,0.042,0,0,0,0.004,0,0
